User_ID,Doc_ID,Inter-Stroke time,Stroke Duration,Start X,Start Y,Stop X,Sop Y,Direct end-to-end Distance,Mean resulant length,WSAD Flag,Direction of end-to-end Time,Phone_ID,20 per pairwise velocity,50 per pairwise velocity,80 per pairwise velocity,20 per pairwise acc,50 per pairwise acc,80 per pairwise acc,Median velocity at last 3pts,Largest deviation from end-to-end line,20 per dev line,50 per dev line,80 per dev line,Average Direction,Length of Trajectory,Ratio dist and length of trajectory,Average velocity,Median acceleration at first 5 pts,Mid-Stroke pressure,Mid-Stroke area covered,Mid-Stroke finger orientation,Change of finger orientation,Phone orientation
35,2,2.246,1.692,22.275,-42.636,22.88,-33.867,8.7899,0.68419,3,1.5019,3,0,5.3049,10.508,-763.59,0,832.98,0,-0.33287,-0.3027,-0.23232,-0.10992,0.82009,9.8188,0.89521,5.803,0,0.6,0.044444,0,0,1
33,1,1.105,0.584,31.044,-29.533,29.734,-21.57,8.0698,0.80366,3,1.7339,5,4.4023,13.933,27.92,-1553.5,0,269.84,0,-0.73522,-0.51176,-0.049099,0,1.4465,8.2965,0.97268,14.206,96.122,0.1098,0.1,0,0,1
35,1,1.637,1.139,17.135,-43.039,18.546,-35.883,7.2941,0.66315,3,1.3761,3,0,6.3384,14.02,-506.43,0,603.88,6.0753,-0.48191,-0.38038,-0.2521,-0.17675,0.78404,8.5681,0.85131,7.5225,-620.89,0.52,0.044444,0,0,1
37,1,2.54,1.042,21.973,-43.845,23.787,-34.068,9.9439,0.80049,3,1.3873,1,0.40317,9.5994,18.173,-727.15,0,902.38,4.0317,-0.46588,-0.35861,-0.15529,-0.01839,1.0822,10.51,0.94611,10.087,787.45,0.31,0.044444,0,0,1
27,5,0.599,0.128,24.896,-23.183,2.923,-26.811,22.271,0.60034,4,-2.9779,3,12.223,165.19,255.96,-9652.1,-2782.7,31009,203.97,0.26002,-0.010127,-2.2204E-16,0.12271,-2.9548,22.288,0.99921,174.13,-2782.7,0.5,0.044444,0,0,1
41,5,1.467,0.153,24.746,-49.165,12.427,-51.89,12.616,0.66281,4,-2.9239,2,73.292,122.17,136.29,-1815.9,443.82,786.72,126.61,-0.49452,-0.0876,0,0.27128,-2.8849,12.742,0.99013,83.282,443.82,0.74,0.2,0,0,1
39,5,2.968,0.092,6.1047,-43.169,32.704,-44.586,26.637,0.9935,2,-0.053228,2,118.82,257.87,1248,-48931,742.48,359200,361.61,-1.0864,-1.0298,-0.3761,0,-0.031984,26.801,0.99388,291.31,742.48,0.48,0.13333,0,0,1
6,5,1.074,0.159,4.4349,-31.649,28.525,-20.562,26.519,0.97794,2,0.43135,1,6.5736,141.17,543.69,-29243,-4124.1,176060,91.729,-0.9976,-0.72038,-0.0051719,0.034862,0.30344,26.655,0.9949,167.64,-4471.3,0.58,0.044444,0,0,1
23,5,3.102,0.069,25.182,-41.316,34.012,-40.008,8.9264,0.99763,2,0.14708,4,17.13,171.3,326.47,-9578.7,-7308.5,-5038.2,171.3,-0.015976,-0.011183,-2.2204E-16,-6.6613E-17,0.097275,8.9265,0.99999,129.37,-7308.5,0.16078,0.088889,0,0,1
33,5,2.619,0.749,26.811,-46.365,17.337,-35.379,14.508,0.55894,3,2.2824,5,0,8.909,36.494,-656.64,-105.46,610.52,1.0285,1.0224,0.07633,0.59699,0.96316,2.0562,14.995,0.96748,20.02,-426.98,0.078431,0.1,0,0,1
14,4,0.319,0.121,8.0635,-34.673,23.485,-31.851,15.678,0.99568,2,0.181,5,61.77,205.81,233.9,-5424.4,369.81,4289.1,211.36,0.32984,-4.4409E-16,0.077114,0.26089,0.1513,15.704,0.99829,129.79,369.81,0.13333,0.1,0,0,1
27,4,0.668,0.141,28.121,-26.307,9.3738,-28.323,18.856,0.71017,4,-3.0345,3,22.679,137.75,192.26,-6236.4,1481.2,8248.6,162.67,0.82112,0,0.10237,0.41563,-3.073,18.955,0.99474,134.44,1945.3,0.42,0.044444,0,0,1
13,4,7.688,0.068,23.687,-30.641,31.448,-27.113,8.5253,0.98283,2,0.42663,1,19.591,202.39,950.89,-50218,96324,318530,461.04,-0.22523,-0.21021,-0.066734,4.4409E-16,0.391,8.5444,0.99776,125.65,96324,0.48,0.044444,0,0,1
10,4,1.481,0.078,15.522,-25.904,29.835,-25.299,14.325,0.99505,2,0.042228,3,32.167,138.53,964.3,-89775,-5014.3,1138800,184.56,-0.29218,-0.23559,-0.041842,0,0.090849,14.369,0.99694,184.22,-3953.3,0.81,0.044444,0,0,1
28,4,2.877,0.113,13.409,-35.538,27.58,-37.718,14.338,0.99763,2,-0.15265,2,64.851,150.01,411.72,-22666,-2956.1,102360,162.73,-0.18234,-0.14504,-4.4409E-16,0.0033152,-0.12699,14.351,0.99915,127,-2956.1,0.6,0.15556,0,0,1
20,3,40.272,0.797,5.2326,-43.278,5.7777,-28.67,14.618,0.82726,3,1.5335,2,6.0562,13.626,40.936,-562.42,-30.927,1252.9,3.0282,0.40079,0.12154,0.2004,0.29039,1.3995,14.888,0.98187,18.68,468,0.67,0.17778,0,0,1
17,3,1.827,1.134,18.546,-41.023,20.663,-30.944,10.299,0.88684,3,1.3638,1,4.8717,7.5023,14.305,-376.08,-32.882,374.56,3.9596,-0.32552,-0.254,-0.19926,-0.089764,1.2591,10.73,0.95988,9.4618,380.27,0.57,0.044444,0,0,1
23,2,4.104,1.573,26.381,-42.624,26.054,-41.534,1.1381,0.15137,3,1.8623,4,1.0585,6.7101,13.043,-400.78,-19.786,365.42,6.1861,0.9293,-0.75388,-0.3028,0.66826,0.30622,9.1641,0.12419,5.8258,-79.425,0.20784,0.088889,0,0,1
23,2,0.986,0.145,24.31,-44.15,26.708,-29.542,14.803,0.85676,3,1.4081,4,55.112,102.91,352.8,-14798,-8.3453,104440,103.61,-0.94889,-0.73358,-0.2296,0,1.2605,14.967,0.98905,103.22,-8.3453,0.20784,0.088889,0,0,1
6,2,3.379,2.234,19.957,-34.068,24.694,-18.143,16.615,0.75674,3,1.2817,1,4.3823,8.3995,12.521,-398.38,-13.261,448.6,0,-1.2602,-1.0801,-0.96671,-0.42557,1.0505,19.161,0.86712,8.5771,294.02,0.46,0.044444,0,0,1
35,2,2.452,1.893,26.912,-30.641,26.206,-29.533,1.3142,0.40901,3,2.1375,3,0,4.5815,10.079,-256.7,0,267.26,5.3133,-3.5019,-3.3628,-2.9531,-0.40121,0.47357,13.075,0.10051,6.907,96.332,0.58,0.044444,0,0,1
28,2,1.432,1.209,26.49,-23.22,26.49,-41.534,18.314,0.48164,1,-1.5708,2,6.3523,28.889,95.932,-1907.9,-59.412,1665.8,19.804,-1.8532,-0.54506,0.43605,1.4172,-1.2428,47.326,0.38698,39.145,643.39,0.36,0.11111,0,0,1
23,2,1.943,0.438,23.983,-44.15,24.637,-40.88,3.3352,0.67748,3,1.3734,4,0,9.4735,16.8,-273.03,0,347.14,0,0.085517,1.1102E-16,4.4409E-16,0.042758,0.90501,3.8323,0.87028,8.7495,-180.76,0.17647,0.077778,0,0,1
22,2,1.935,0.768,32.595,-23.874,28.67,-47.421,23.872,0.8369,1,-1.7359,2,3.7064,19.109,95.658,-2103.1,-67.828,2362.2,0.36338,1.9535,0.035843,0.26882,1.1559,-1.4062,24.49,0.97474,31.888,-715.17,0.41,0.088889,0,0,1
38,2,1.481,0.542,40.008,-15.589,42.188,-16.025,2.2234,0.32243,2,-0.1974,2,2.0964,8.4355,42.939,-970.32,25.047,772.87,3.4067,5.4517,0.12828,2.5441,5.2486,0.095708,11.491,0.1935,21.201,-78.333,0.36,0.12222,-1.5708,0,2
2,2,2.777,2.356,4.9056,-19.949,6.5408,-16.679,3.6564,0.43409,3,1.1071,2,0,5.4506,11.089,-431.11,0,434.65,0,-2.0963,-1.5259,0.26814,1.4138,0.19551,14.854,0.24616,6.3047,943.02,0.61,0.13333,1.5708,0,2
38,1,5.998,1.651,22.239,-36.41,22.239,-46.221,9.8112,0.76611,1,-1.5708,2,0,6.0563,15.379,-437.26,-77.247,463.17,5.2991,-0.21803,0,0.10901,0.21803,-1.2442,10.309,0.95166,6.2444,-114.24,0.28,0.088889,0,0,1
6,1,9.773,1.067,7.1563,-37.999,6.0476,-34.673,3.5061,0.49928,3,1.8925,1,0,4.0317,9.8045,-549.01,0,583.54,13.956,0.82872,0.35061,0.70122,0.7331,0.67522,5.2995,0.66159,4.9667,-539,0.54,0.044444,0,0,1
6,1,1.882,1.479,7.4587,-38.201,8.0635,-28.928,9.2927,0.70068,3,1.5057,1,0,7.7534,11.452,-539.49,0,676.62,7.1272,0.7303,0.3704,0.54444,0.63628,1.0401,11.142,0.83403,7.5334,415.04,0.535,0.044444,0,0,1
33,1,1.538,0.394,26.106,-39.108,25.702,-33.967,5.1563,0.72882,3,1.6491,5,0,6.3072,30.11,-686.66,5.4441,1079.6,0,-0.28766,-0.24589,-0.11625,-0.006502,1.0926,5.3384,0.96588,13.549,934.64,0.1098,0.1,0,0,1
24,1,3.363,0.234,25.945,-29.979,24.746,-41.534,11.617,0.87042,1,-1.6742,2,23.436,50.098,76.863,-1174.1,-512.55,630.63,32.063,0.22504,0,0.081834,0.16367,-1.5132,11.639,0.99813,49.74,-512.55,0.34,0.077778,0,0,1
15,5,3.692,0.07,14.063,-42.733,23.983,-35.211,12.449,0.95845,2,0.64876,4,71.669,261.76,2635.9,-170920,-6825.6,3022700,261.76,-0.5021,-0.44626,-8.8818E-16,-4.4409E-16,0.4904,12.497,0.99617,178.53,-6825.6,0.2902,0.12222,0,0,1
29,5,0.418,0.2,27.92,-28.222,11.793,-31.347,16.427,0.77963,4,-2.9502,5,40.737,112.98,181.21,-4998.4,-846.67,10239,87.49,-1.3544,-1.2508,-0.57022,4.4409E-16,-2.9436,16.867,0.97389,84.336,-846.67,0.086275,0.066667,0,0,1
41,5,0.762,0.417,34.775,-52.326,17.551,-54.615,17.376,0.80989,4,-3.0095,2,18.596,45.649,70.992,-1206.5,289.31,1766,76.408,1.9985,0.041036,1.0269,1.8782,3.1363,17.984,0.96616,43.127,364.67,0.63,0.17778,0,0,1
38,5,0.434,0.126,10.247,-47.639,23.329,-42.733,13.971,0.98203,2,0.35877,2,3.7321,37.321,990.43,-31324,37289,105900,37.321,-0.26794,-0.18756,0,0,0.26122,13.986,0.99892,111,37289,0.47,0.11111,0,0,1
11,4,0.783,0.09,13.607,-34.371,22.175,-35.681,8.6671,0.98857,2,-0.15177,3,47.657,106.63,183.74,-14841,-3482.6,30644,84.866,-0.36338,-0.31555,-0.03751,0,-0.15385,8.7398,0.99168,97.108,-2775.2,0.73,0.044444,0,0,1
34,4,0.615,0.231,20.276,-32.486,4.1425,-39.79,17.71,0.80623,4,-2.7165,2,26.56,66.765,463.69,-33845,-1018.7,511520,48.542,-0.36772,-0.16541,0,0.21191,-2.6085,17.789,0.99554,77.011,-825.24,0.81,0.2,0,0,1
29,4,1.742,0.075,11.591,-38.906,24.997,-40.721,13.528,0.96628,2,-0.13452,5,13.853,211.88,1661.8,-121740,-4320.5,1075800,217.33,-1.7776,-1.3302,-0.076978,0,-0.074799,14.006,0.96586,186.75,-4320.5,0.10196,0.1,0,0,1
23,4,0.541,0.143,8.503,-41.316,33.14,-37.391,24.948,0.99421,2,0.15796,4,69.796,238.44,310.13,-3784.7,-2267.9,-1516.6,189.01,-0.89935,-0.83533,-0.23294,0,0.12954,25.05,0.99592,175.17,-2267.9,0.15294,0.066667,0,0,1
24,4,0.797,0.072,24.31,-32.922,14.281,-33.685,10.058,0.59323,4,-3.0657,2,45.017,139.42,1004.6,-55677,-18415,129660,114.73,0.59666,0,0.21385,0.53959,-2.979,10.158,0.9902,141.08,-18415,0.49,0.13333,0,0,1
38,4,1.771,0.1,24.201,-37.173,11.555,-48.402,16.911,0.7104,4,-2.4155,2,108.36,191.08,1724.2,-87977,-5421.3,816660,185.83,0.67743,0,0.1286,0.46239,-2.2677,17.024,0.99337,170.24,-5421.3,0.435,0.088889,0,0,1
27,4,0.589,0.148,7.6603,-36.991,30.137,-35.177,22.55,0.98656,2,0.080543,3,38.473,171.64,757.6,-35198,-1672.6,322420,392.13,-1.1191,-0.91569,-0.214,-2.2204E-16,0.072809,22.714,0.99278,153.47,-1672.6,0.465,0.044444,0,0,1
8,4,0.648,0.095,28.222,-31.548,2.0159,-46.768,30.305,0.28145,4,-2.6154,3,0,329.35,552.58,-11198,-3395.9,19887,397.94,1.6685,0,0,1.3094,-1.8142,30.544,0.99217,321.52,0,0.31,0.044444,0,0,1
32,4,9.472,0.206,29.432,-37.898,5.2413,-37.898,24.19,0.6591,4,3.1416,3,30.238,114.27,166.89,-4409,489.35,2072.2,161.25,1.5119,0,0.20159,0.86683,3.1083,24.438,0.98987,118.63,1457.9,0.47,0.044444,0,0,1
3,3,26.273,1.448,15.825,-45.055,19.453,-22.679,22.668,0.8313,3,1.41,3,5.305,14.488,37.981,-1052.3,-46.298,1035.1,4.1997,-1.2934,-1.1262,-0.59831,-0.28369,1.2829,23.991,0.94488,16.568,-454.72,0.57,0.088889,0,0,1
17,3,1.48,0.692,17.941,-42.031,17.941,-35.782,6.2492,0.76282,3,1.5708,1,4.1234,9.5993,16.003,-781.92,13.035,699.96,10.345,-0.30238,-0.20159,-0.10079,0,1.3413,6.6326,0.9422,9.5846,168,0.54,0.044444,0,0,1
34,3,1.873,0.694,14.826,-44.368,15.153,-36.083,8.2914,0.88571,3,1.5313,2,5.4011,8.5648,20.576,-391.8,16.202,599.58,5.7168,-0.35545,-0.28866,-0.19421,-0.15809,1.374,8.4564,0.98049,12.185,1217.4,0.47,0.13333,0,0,1
33,3,53.816,0.484,23.384,-30.742,24.594,-19.352,11.454,0.72102,3,1.465,5,0,5.8023,29.199,-938.66,-104.59,566.46,1.0499,-0.97126,-0.23381,-0.078942,-1.5543E-16,0.96995,12.19,0.93957,25.187,-676.7,0.16078,0.2,0,0,1
41,3,21.834,1.625,4.7966,-17.442,4.2515,-14.172,3.3155,0.5541,3,1.7359,2,0,3.3034,6.4125,-183.95,0,198.25,6.4125,-0.64518,-0.46596,-0.2509,-0.04122,1.0482,4.521,0.73336,2.7822,0,0.67,0.17778,0,0,1
28,3,10.634,1.288,18.641,-40.989,19.622,-37.609,3.5189,0.76915,3,1.2882,2,0,3.9774,9.7189,-150.01,5.7243,282.55,0.39497,0.14184,0.0030394,0.040525,0.078011,0.96445,3.8278,0.91932,2.9719,200.7,0.38,0.11111,0,0,1
30,3,4.745,0.355,30.197,-51.454,29.761,-40.117,11.346,0.90987,3,1.6092,2,17.989,37.792,94.199,-2212.1,-430.64,3635.4,21.092,-1.0474,-0.81532,-0.51743,-0.0037707,1.4727,11.598,0.97826,32.67,-282.24,0.42,0.088889,0,0,1
8,2,8.655,2.104,20.864,-35.782,21.973,-27.214,8.6389,0.66208,3,1.4421,3,0,3.2514,9.1631,-494.52,0,637.4,0,0.37162,-0.034104,0,0.19616,0.58381,10.898,0.79272,5.1796,181.48,0.33,0.044444,0,0,1
39,2,4.299,0.714,20.167,-48.184,18.968,-43.06,5.2621,0.69279,3,1.8007,2,0,6.2754,10.324,-580.62,-36.314,484.49,0.59246,-0.47652,-0.38483,-0.28004,-0.11089,1.3064,5.6826,0.926,7.9588,-484.5,0.32,0.088889,0,0,1
7,2,1.127,0.516,28.779,-40.989,28.67,-35.211,5.7787,0.89822,3,1.5897,2,6.7057,14.039,21.02,-467.91,-100.6,614.53,6.7711,-0.23855,-0.15588,-0.12545,-0.0084316,1.465,5.8747,0.98366,11.385,287.66,0.46,0.17778,0,0,1
7,2,0.771,0.281,27.689,-37.5,28.016,-23.329,14.175,0.90292,3,1.5477,2,9.0464,51.164,109.01,-2026.9,-486.8,3847.4,66.492,-1.2835,-1.1391,-0.84798,-0.034204,1.455,14.517,0.97645,51.663,-0.036098,0.4,0.13333,0,0,1
38,2,1.505,1.244,41.534,-16.679,45.022,-16.897,3.4952,0.34327,2,-0.062419,2,1.82,8.5649,22.739,-293.3,0,377.68,7.3106,5.9908,0.58344,4.6988,5.8752,0.21109,13.598,0.25704,10.931,187.49,0.35,0.088889,-1.5708,0,2
23,2,0.556,0.118,23.547,-39.899,24.855,-29.542,10.439,0.87088,3,1.4451,4,43.971,106.79,161.5,-5171.7,-2598.3,2042.9,83.602,-0.34495,-0.24966,-0.14572,-1.9984E-16,1.2375,10.462,0.99778,88.659,-2598.3,0.15686,0.088889,0,0,1
26,2,21.461,0.709,30.197,-21.803,28.452,-24.855,3.5156,0.55786,1,-2.0899,2,0,7.2676,11.012,-519.63,0,484.5,0,0.71663,0.14333,0.39212,0.63551,-1.6056,4.0997,0.85751,5.7824,9.9556,0.44,0.088889,0,0,1
23,1,0.853,0.16,22.784,-30.851,23.983,-40.008,9.2353,0.89322,1,-1.4406,4,24.131,70.763,118.66,-4255.8,-1010.1,35613,50.676,0.36287,-0.053144,0,0.32671,-1.2994,9.3097,0.99201,58.185,-1010.1,0.19608,0.044444,0,0,1
12,1,37.145,1.493,31.548,-30.742,27.92,-11.289,19.789,0.83308,3,1.7552,3,5.3049,11.199,27.779,-741.39,-13.261,852.46,6.8996,-1.0976,-0.9681,-0.66382,-0.35275,1.6595,20.636,0.95895,13.822,0,0.4,0.044444,0,0,1
4,1,2.054,1.664,24.419,-22.239,19.295,-55.161,33.318,0.90743,1,-1.7252,2,13.601,25.119,38.352,-534.99,-1.2121E-11,819.54,0,-1.442,-1.1552,-0.49578,-0.072512,-1.6389,33.669,0.98957,20.234,220.13,0.69,0.2,0,0,1
8,1,8.164,0.722,21.872,-35.983,24.291,-30.339,6.141,0.71819,3,1.1659,3,0,8.3994,16.173,-774.83,-31.807,832.98,4.1998,-0.23823,-0.14691,-0.059557,1.1102E-16,0.73833,7.0173,0.87512,9.7192,-148.73,0.41,0.044444,0,0,1
4,1,2.208,1.323,26.272,-50.909,23.983,-35.756,15.325,0.87819,3,1.7207,2,6.0563,12.825,20.391,-423.63,-31.586,540.18,6.0345,-1.0895,-0.96468,-0.83363,-0.4455,1.6619,16.204,0.94577,12.248,-30.279,0.57,0.18889,0,0,1
37,1,3.092,1.246,23.384,-47.978,25.501,-30.742,17.365,0.87382,3,1.4486,1,5.617,11.862,28.045,-742.3,-27.945,1097,0,-0.7547,-0.54093,-0.39841,-0.16112,1.3112,18.118,0.95846,14.541,-367.72,0.36,0.088889,0,0,1
19,5,1.805,0.283,8.9706,-42.636,31.952,-39.108,23.25,0.98318,2,0.15232,1,41.791,82.467,390.11,-14272,-1014.8,151100,52.19,0.56106,-0.098403,-4.4409E-16,0.40122,0.18369,23.349,0.99577,82.505,1420.3,0.75,0.044444,0,0,1
29,5,0.997,0.066,8.769,-39.612,20.965,-37.697,12.345,0.97578,2,0.15575,5,8.4518,218.7,1786.9,-69205,21170,887850,218.7,-1.1332,-0.63488,0,0,0.16725,12.571,0.98203,190.48,21170,0.12157,0.083333,0,0,1
10,5,2.585,0.135,11.894,-31.75,30.037,-29.533,18.278,0.98295,2,0.12162,3,40.356,88.125,206.55,-24199,-1984.9,87845,66.726,0.58473,0,0.044466,0.49413,0.16689,18.434,0.99155,136.55,-1976.8,0.755,0.044444,0,0,1
10,5,0.692,0.515,31.246,-27.416,11.289,-35.479,21.525,0.77588,4,-2.7576,3,6.7196,11.879,45.514,-1039.1,54.048,2560.6,103.77,1.6066,0.059376,0.21853,0.68419,-2.8919,22.063,0.9756,42.841,-408.83,0.72,0.044444,0,0,1
18,5,0.375,0.224,2.0159,-41.124,19.352,-34.471,18.569,0.8059,2,0.36639,3,26.957,91.45,153.29,-1808,-280.33,3374.8,73.673,-2.8986,-2.8064,-0.97714,-0.018821,0.74867,20.41,0.90979,91.117,2564.1,0.79,0.044444,0,0,1
24,4,0.867,0.09,10.465,-30.524,27.798,-29.652,17.355,0.99181,2,0.050272,2,115.63,236.51,1152.2,-74806,-4455.7,628860,250.29,-1.1134,-0.95235,-0.38586,0,0.044976,17.531,0.98997,194.79,-4455.7,0.53,0.13333,0,0,1
28,4,0.322,0.16,5.5597,-36.083,20.385,-35.974,14.826,0.99662,2,0.0073528,2,35.214,145.35,283.55,-364230,411.54,180560,111.86,0.3094,-0.26547,0,0.059154,0.021324,14.887,0.99593,93.042,2072.3,0.51,0.15556,0,0,1
39,4,0.44,0.127,9.1571,-38.155,31.069,-40.771,22.067,0.98812,2,-0.11884,2,48.86,214.1,380.07,-5908.7,-4479,12536,214.1,-1.3684,-1.2724,-0.37158,-3.9968E-16,-0.065692,22.299,0.9896,175.58,-4479,0.5,0.11111,0,0,1
41,4,0.782,0.423,29.652,-53.852,14.39,-54.833,15.293,0.77835,4,-3.0774,2,13.509,54.431,93.746,-1892.2,-390.8,2354.8,48.101,1.722,0.012511,0.57969,1.0081,3.1241,16.156,0.94662,38.193,-309.81,0.58,0.22222,0,0,1
18,4,0.571,0.21,20.058,-29.936,4.4349,-34.371,16.24,0.56039,4,-2.865,3,10.218,76.227,108.99,-1152.7,-415.78,1755.1,68.554,1.0478,4.4409E-16,0.20831,0.80667,-2.7229,16.402,0.99013,78.105,-343.05,0.68,0.044444,0,0,1
34,4,0.616,0.175,8.83,-37.5,25.836,-35.211,17.159,0.99112,2,0.13381,2,51.367,95.004,184.17,-4146.4,-718.59,5250.3,95.004,-0.89132,-0.7062,-0.095572,0,0.15815,17.266,0.99382,98.664,-718.59,0.76,0.21111,0,0,1
12,4,0.313,0.094,9.273,-12.498,16.329,-15.421,7.6371,0.98633,2,-0.39276,3,22.485,64.261,164.2,-15897,3303.7,5383.4,103.5,0.19688,-0.1027,0,0.019688,-0.30257,7.6693,0.9958,81.589,3303.7,0.47,0.044444,0,0,1
36,3,1.7,0.619,29.652,-41.316,29.87,-37.282,4.0394,0.77368,3,1.5168,4,0,6.2344,12.252,-398.24,-19.791,348.68,0,-0.27361,-0.1877,-0.094144,0,1.1115,4.1672,0.96932,6.7322,-71.045,0.17255,0.088889,0,0,1
33,3,6.47,0.583,23.989,-37.697,22.981,-43.442,5.833,0.18279,1,-1.7445,5,1.6065,20.779,133.92,-1943.3,12.176,3824.9,83.236,2.1353,0.22259,1.7051,2.1057,1.1776,22.404,0.26035,38.429,238.56,0.070588,0.066667,0,0,1
17,3,1.178,0.756,24.795,-39.41,25.4,-34.27,5.1759,0.76707,3,1.4537,1,0,6.8814,11.328,-692.89,10.391,564.94,5.1062,-0.32975,-0.24908,-0.20609,-0.1531,1.1925,5.5994,0.92438,7.4066,-223.98,0.42,0.044444,0,0,1
22,3,10.297,0.566,6.8678,-41.861,5.3416,-24.31,17.617,0.90456,3,1.6575,2,7.4887,31.147,59.789,-1599.8,-147.8,2073.7,7.7406,1.1569,0.15063,0.87355,1.0615,1.6902,18.137,0.97136,32.044,1673.2,0.56,0.17778,0,0,1
18,3,1.041,0.372,9.777,-41.325,12.801,-37.596,4.8012,0.88873,3,0.8895,3,6.7878,11.879,20.489,-423.77,23.299,686.63,10.709,-0.43166,-0.36649,-0.19044,-0.059036,0.80958,5.0497,0.95079,13.574,226.28,0.63,0.044444,0,0,1
12,3,1.76,1.081,28.424,-40.821,23.283,-8.9706,32.263,0.97155,3,1.7308,3,15.254,28.553,56.012,-1327.8,-334.54,905.2,22.862,0.40621,-0.10851,0.16815,0.27733,1.721,32.491,0.99299,30.056,-598.07,0.48,0.044444,0,0,1
21,2,9.344,9.078,10.079,-28.625,6.7532,-13.809,15.185,0.53865,3,1.7916,3,0,0,9.1631,-222.13,0,287.49,26.344,-4.3874,-4.2449,-3.2775,-1.0597,0.35,68.587,0.2214,7.5553,203.45,0.69,0.044444,0,0,1
18,2,0.78,0.353,16.429,-33.463,22.275,-20.26,14.44,0.88999,3,1.154,3,24.836,37.062,55.423,-1267.3,-476.54,1862.5,51.103,-2.772,-2.4305,-1.3431,-0.13874,1.2043,15.766,0.91591,44.663,-476.54,0.67,0.044444,0,0,1
38,2,1.83,0.714,9.9202,-23.22,11.664,-27.689,4.7978,0.79877,1,-1.1987,2,4.5171,7.6908,11.884,-351.78,-0.0089738,421.39,3.2063,-0.36411,-0.2732,-0.1932,-2.2204E-16,-1.1046,5.2933,0.90638,7.4136,201.43,0.44,0.13333,-1.5708,0,2
35,2,2.004,0.931,22.477,-42.233,22.981,-38.1,4.1632,0.5926,3,1.4494,3,0,6.1976,10.079,-648.06,0,548.1,4.1997,0.22939,-0.11225,0,0.16399,0.90422,5.5846,0.74547,5.9985,0,0.6,0.044444,0,0,1
25,2,1.17,0.617,0,-14.499,0.98112,-23.547,9.1011,0.16892,1,-1.4628,2,31.783,70.887,105.89,-2169.9,-369.47,1910.7,103.7,-3.408,-2.9335,-2.0651,-1.3064,-1.1447,38.714,0.23509,62.745,101.28,0.46,0.13333,0,0,1
20,2,2.27,1.12,0,-36.192,0,-31.287,4.9056,0.64427,3,1.5708,2,0,4.9551,10.936,-363.99,-1.9326,402.79,0,0.43605,0,0.10901,0.32704,1.069,5.1602,0.95066,4.6073,-893,0.44,0.088889,0,0,1
30,2,32.519,0.276,23.765,-47.421,25.618,-32.377,15.157,0.8727,3,1.4482,2,2.2298,89.209,115.18,-1528.9,175.6,3718.1,89.771,-1.278,-0.96239,-0.3187,-2.2204E-16,1.2022,15.482,0.97903,56.095,627.48,0.53,0.17778,0,0,1
1,1,2.645,1.955,24.746,-22.893,23.656,-6.6498,16.279,0.84774,3,1.6378,2,5.9606,6.8133,13.84,-356.25,-0.0044565,386.66,3.6337,0.35623,-0.073291,0.049639,0.14797,1.4845,16.945,0.96071,8.6676,-136.27,0.59,0.15556,0,0,1
25,1,2.715,2.116,0.21803,-48.729,0.8721,-32.268,16.474,0.7653,3,1.5311,2,4.7397,7.7475,17.116,-617.34,-20.289,593.28,0,2.703,0.55892,1.4752,2.3019,1.3186,18.469,0.89198,8.7282,-24.894,0.55,0.15556,0,0,1
38,1,3.458,0.782,24.746,-47.421,21.694,-38.045,9.8595,0.7315,3,1.8856,2,5.9246,12.112,22.4,-540.85,37.085,436.48,0,-0.49418,-0.19695,0.031338,0.11065,1.7966,10.373,0.95046,13.265,253.5,0.27,0.088889,0,0,1
27,1,5.904,1.23,15.522,-38.604,14.212,-31.649,7.0771,0.5325,3,1.757,3,0,6.7496,12.224,-458.76,0,497.77,4.5815,0.3962,-0.0025839,0.22107,0.31581,1.2383,8.8639,0.79842,7.2065,-60.051,0.68,0.044444,0,0,1
35,1,9.055,4.102,20.058,-41.628,21.973,-27.113,14.64,0.64614,3,1.4396,3,0,0,8.8841,-699.95,0,596.41,0,-0.90421,-0.74758,-0.63496,-0.36182,0.5737,19.378,0.75548,4.7241,0,0.5,0.044444,0,0,1
30,1,32.741,0.994,25.945,-46.985,23.438,-43.823,4.0349,0.042714,3,2.2413,2,5.4011,7.2675,15.578,-476.12,-0.0037893,470.56,2.8688,3.4783,0.34547,1.0662,2.9081,-0.57308,12.75,0.31646,12.827,-164.36,0.6,0.18889,0,0,1
6,1,2.698,0.169,9.4746,-33.967,6.9548,-28.121,6.366,0.83653,3,1.9778,1,22.46,37.798,60.442,-5816.9,-527.53,5825.7,35.656,0.73411,0,0.36466,0.65256,1.8544,6.6186,0.96183,39.163,712.34,0.59,0.044444,0,0,1
15,5,1.46,0.055,19.295,-23.22,7.0858,-34.557,16.662,0.48107,4,-2.3932,4,55.995,559.95,2207.7,-68309,270990,610290,559.95,0.49642,0,0,0.3475,-1.8888,16.692,0.99819,303.48,270990,0.25098,0.13333,0,0,1
17,5,1.022,0.101,10.987,-41.829,30.238,-37.193,19.802,0.98513,2,0.23634,1,0,74.211,516.2,-48965,-6876.2,271130,171.13,-0.79266,-0.6903,-0.050792,0,0.21229,19.925,0.99385,197.27,-6829.7,0.58,0.044444,0,0,1
